"username";"email";"first_name";"last_name";"birth_date";"country";"subscription_type";"liked_songs_id"
"U0010479";"lisamason@example.com";"Rebecca";"Stanley";"1989/08/23";"Argentina";"normal";"['S0003819', 'S0007416', 'S0002928', 'S0003937', 'S0003966', 'S0004911', 'S0005863', 'S0000253', 'S0002637', 'S0001799', 'S0006654', 'S0000416', 'S0000467', 'S0000652', 'S0007748', 'S0025489']"
"U0011172";"rebeccagray@example.org";"Thomas";"Henry";"1974/10/48";"Peru";"premium";"['S0010033', 'S0009361', 'S0005917', 'S0004045', 'S0008995', 'S0004995', 'S0004072', 'S0009366', 'S0000761', 'S0009739', 'S0002385', 'S0002403', 'S0004435', 'S0006964', 'S0007063', 'S0001204', 'S0010653', 'S0008595', 'S0000328', 'S0004846', 'S0001668', 'S0004441', 'S0007090', 'S0002045', 'S0001108', 'S0010398', 'S0005788', 'S0009357', 'S0000167', 'S0006688', 'S0003514', 'S0006070', 'S0002842', 'S0004065', 'S0007219', 'S0000119', 'S0001137', 'S0010455', 'S0003693', 'S0001443', 'S0007911', 'S0009424', 'S0007640', 'S0000639', 'S0003399', 'S0010447', 'S0002448', 'S0006085', 'S0003609']"
"U0011418";"olivia97@";"Julie";"Collier";"2001/05/13";"Ethiopia";"premium";"['S0005813', 'S0009589', 'S0006047', 'S0000864', 'S0010450', 'S0006738', 'S0005718', 'S0007101', 'S0007535', 'S0002772', 'S0008806', 'S0005517', 'S0007356', 'S0002758', 'S0006264', 'S0008350', 'S0005898', 'S0006468', 'S0000292', 'S0005928', 'S0010660', 'S0008698', 'S0002593', 'S0009928', 'S0007553', 'S0002067', 'S0004515', 'S0006975', 'S0006115', 'S0007494', 'S0001770', 'S0007720', 'S0010296', 'S0007845', 'S0010595', 'S0005404']"
"U0010409";"uvazquez@example.org";"Gregory";"Dickson";"1973/02/11";"Hungary";"Exclusive";"['S0004044', 'S0006416', 'S0003671', 'S0002743', 'S0002439', 'S0007854', 'S0002736', 'S0001419', 'S0006203', 'S0006152', 'S0005339', 'S0009588', 'S0001437', 'S0006665', 'S0003753', 'S0005311', 'S0000026', 'S0001371', 'S0000618', 'S0008133', 'S0005229', 'S0008990', 'S0000517']"
"U0011076";"bryantjennifer@example.com";"Kayla";"Jefferson";"1971/01/27";"Turkey";"normal";"['S0007346', 'S0001983', 'S0007559', 'S0007817', 'S0004112', 'S0001653', 'S0001921', 'S0003682', 'S0001829', 'S0005719', 'S0002666', 'S0003905', 'S0000949', 'S0005677', 'S0009565', 'S0001436', 'S0002128', 'S0000203', 'S0001196', 'S0007358', 'S0005386', 'S0007362', 'S0002027', 'S0009164', 'S0007018', 'S0001817', 'S0007064', 'S0004024', 'S0001192', 'S0009151', 'S0000590', 'S0002047', 'S0009308', 'S0004978', 'S0001980', 'S0010116', 'S0008786', 'S0009956', 'S0001318', 'S0007975', 'S0009073', 'S0001056', 'S0031100']"
"U0010515";"haley00@example.net";"Pamela";"Carter";"1985/04/19";"Saint Kitts and Nevis";"premium";"['S0002775', 'S0003237', 'S0002809', 'S0009662', 'S0004691', 'S0006285', 'S0001441', 'S0005053', 'S0004979', 'S0001019', 'S0009520', 'S0009578', 'S0005852', 'S0004846', 'S0007450', 'S0001482', 'S0004654', 'S0005565', 'S0004895', 'S0009944', 'S0008260', 'S0008023', 'S0001214', 'S0000205', 'S0009017', 'S0002968', 'S0007705', 'S0006455', 'S0006265', 'S0005248', 'S0000691', 'S0029180']"
"U0010855";"robinsonchristopher@example.org";"Kenneth";"Barrett";"1994/06/22";"Macao";"Norml";"['S0009357', 'S0010011', 'S0000568', 'S0010434', 'S0001200', 'S0006725', 'S0001532', 'S0006940', 'S0001088', 'S0005362', 'S0004086', 'S0008664', 'S0007968']"
"U0010782";"jessesanders@example.org";"Stephen";"Ayala";"1992/03/08";"Nigeria";"Norml";"['S0005299', 'S0002765', 'S0001001', 'S0005422', 'S0010712', 'S0002399', 'S0000704', 'S0010610', 'S0008577', 'S0002141', 'S0006411', 'S0009902', 'S0007082', 'S0000969', 'S0004393', 'S0010424', 'S0002915', 'S0000649', 'S0010542', 'S0007794', 'S0006165', 'S0004851', 'S0008310', 'S0004065', 'S0005755', 'S0000103', 'S0003578', 'S0001541', 'S0009285', 'S0007432', 'S0008501', 'S0010436', 'S0008626', 'S0007244', 'S0000233', 'S0006833', 'S0009745', 'S0008791']"
"U0010373";"loricaldwell@example.com";"Jesus";"Smith";"1990/07/57";"Dominica";"premium";"['S0003799', 'S0001248', 'S0004523', 'S0000744', 'S0004431', 'S0003478', 'S0000990', 'S0002976', 'S0009258', 'S0009247', 'S0009623', 'S0005024', 'S0005487', 'S0009379', 'S0010005', 'S0010162', 'S0007180', 'S0009749', 'S0008512', 'S0000391', 'S0010175', 'S0006670', 'S0003426', 'S0007405', 'S0004565', 'S0004943', 'S0010640', 'S0004197', 'S0005450', 'S0006066', 'S0006155', 'S0002845', 'S0004770', 'S0010674', 'S0006975', 'S0004794', 'S0000858', 'S0005963', 'S0002742', 'S0009074', 'S0010213', 'S0007429', 'S0010105']"
"U0010445";"christopher89@example.net";"Christopher";"Smith";"1971/06/07";"Uruguay";"normal";"['S0006472', 'S0001891', 'S0002043', 'S0009563', 'S0007955', 'S0004086', 'S0001787', 'S0006416', 'S0005930', 'S0005473', 'S0005223', 'S0003231', 'S0003082', 'S0001099', 'S0001036', 'S0009326', 'S0010609', 'S0010074', 'S0008406', 'S0005150', 'S0007021', 'S0007020', 'S0004069', 'S0009512', 'S0007052', 'S0000111', 'S0008593', 'S0003490', 'S0006020', 'S0000086', 'S0001723', 'S0006051', 'S0001356', 'S0006350', 'S0003258', 'S0004036', 'S0005325', 'S0008880', 'S0001238', 'S0000636', 'S0006158', 'S0006313', 'S0025108']"
"U0010557";"barkermatthew@example.com";"Jennifer";"Pittman";"196811/12";"Bosnia and Herzegovina";"normal";"['S0010238', 'S0009168', 'S0003551', 'S0002068', 'S0000184', 'S0000027', 'S0003798', 'S0008756', 'S0009390', 'S0006524', 'S0003164', 'S0002109', 'S0007728', 'S0009850', 'S0008199', 'S0000250', 'S0004109', 'S0004302', 'S0007956', 'S0000471', 'S0000284', 'S0005400', 'S0004877', 'S0008750', 'S0003587', 'S0006334', 'S0005270', 'S0000718', 'S0001312', 'S0006935', 'S0000826', 'S0010018', 'S0007124', 'S0004019', 'S0005166', 'S0002998', 'S0003825', 'S0008531', 'S0001961']"
"U0010550";"ubishopexample.net";"Heather";"Lawson";"2003/01/02";"Palestinian Territory";"premium";"['S0007596', 'S0005192', 'S0002580', 'S0003711', 'S0007056', 'S0008819', 'S0009448', 'S0006885', 'S0001550', 'S0004818', 'S0007192', 'S0002762', 'S0001056', 'S0006614', 'S0005219', 'S0002647', 'S0005293', 'S0000721', 'S0000710', 'S0005571', 'S0003129', 'S0000081', 'S0001416', 'S0006096', 'S0003099', 'S0008080', 'S0009501', 'S0009372', 'S0001988', 'S0006275', 'S0009383', 'S0010356', 'S0008322', 'S0002148']"
"U0010364";"allenkevin@invalid_domain";"Ruth";"Greene";"1982/09/01";"Liechtenstein";"normal";"['S0004680', 'S0007215', 'S0005601', 'S0010253', 'S0000025', 'S0004873', 'S0001632', 'S0008622', 'S0000034', 'S0003832', 'S0004625', 'S0008565']"
"U0011452";"stephen83@example.net";"Tiffany";"Beard";"2006/11/03";"Turkmenistan";"Exclusive";"['S0010680', 'S0003585', 'S0007473', 'S0001394', 'S0004314', 'S0003463', 'S0007687', 'S0005938', 'S0002974', 'S0000105', 'S0000830', 'S0000705', 'S0001369', 'S0004744', 'S0004969', 'S0007131', 'S0000569', 'S0001875', 'S0004108', 'S0004664', 'S0007866', 'S0000771', 'S0001009', 'S0002538', 'S0010678', 'S0000984', 'S0003491', 'S0008818']"
"U0010586";"leongerald@example.net";"Corey";"Downs";"1964/03/31";"Portugal";"premium";"['S0000033', 'S0002877', 'S0003973', 'S0000015', 'S0009704', 'S0006972', 'S0007551', 'S0001435', 'S0010360', 'S0003373', 'S0001177', 'S0006308', 'S0001837', 'S0009105', 'S0002828', 'S0009195', 'S0002056', 'S0004077', 'S0010628', 'S0010515', 'S0003471', 'S0009019', 'S0001342', 'S0006521', 'S0008362', 'S0008327', 'S0009820', 'S0010274', 'S0004704', 'S0002921', 'S0005660', 'S0004521', 'S0004054', 'S0007429', 'S0002530', 'S0024821']"
"U0011151";"jonathon04@example.org";"Theresa";"Clark";"1991/01/03";"Cambodia";"Exclusive";"['S0003451', 'S0003562', 'S0010507', 'S0010541', 'S0006627', 'S0002270', 'S0004044', 'S0002379', 'S0001849', 'S0006945', 'S0008574', 'S0005987', 'S0000837', 'S0009013', 'S0010719', 'S0007417', 'S0005884', 'S0010453', 'S0005136', 'S0005874', 'S0003468', 'S0003471', 'S0004610', 'S0000780', 'S0000578', 'S0010184', 'S0002005', 'S0006607', 'S0010347', 'S0000399', 'S0007993', 'S0010540', 'S0010251', 'S0005262', 'S0009337', 'S0000863', 'S0006685', 'S0005235', 'S0001678', 'S0001428', 'S0007181', 'S0000835']"
"U0011080";"pferrell@example.orgd";"Gregory";"Webb";"1999/01/17";"Italy";"normal";"['S0008807', 'S0004760', 'S0002364', 'S0010072', 'S0005143', 'S0002109', 'S0001944', 'S0005395', 'S0009517', 'S0008062', 'S0005890', 'S0006926', 'S0002305', 'S0005716', 'S0006947', 'S0007907', 'S0008741', 'S0009230', 'S0001029', 'S0002414', 'S0004906', 'S0003323', 'S0010245', 'S0008655', 'S0010270', 'S0008906', 'S0007422', 'S0005184', 'S0007407', 'S0007451', 'S0001730', 'S0004857', 'S0010215', 'S0000944', 'S0003824', 'S0006320', 'S0006142', 'S0000233', 'S0001097', 'S0010274']"
"U0011417";"barryperez@example.org";"William";"Snyder";"1992/10/05";"Sao Tome and Principe";"Norml";"['S0008815', 'S0002085', 'S0004060', 'S0002550', 'S0004287', 'S0001149', 'S0006535', 'S0000005', 'S0002181', 'S0000501', 'S0002565', 'S0005131', 'S0003897', 'S0008652', 'S0000166', 'S0009660', 'S0006997', 'S0009965', 'S0002189', 'S0001871', 'S0009478', 'S0005943', 'S0001723', 'S0006844', 'S0003283', 'S0000207', 'S0002321', 'S0007640', 'S0009604', 'S0001190', 'S0006612', 'S0007236', 'S0009039']"
"U0011369";"crystaldalton@example.com";"John";"Taylor";"1968/090000";"Congo";"normal";"['S0008815', 'S0006682', 'S0009319', 'S0003714', 'S0005085', 'S0008313', 'S0006752', 'S0003206', 'S0003410', 'S0009919', 'S0000906', 'S0009963', 'S0008647', 'S0001561', 'S0002443', 'S0001775', 'S0007992', 'S0007417', 'S0002411', 'S0007284', 'S0001721', 'S0009835', 'S0003943', 'S0007398', 'S0001403', 'S0006582', 'S0005729', 'S0004905', 'S0007756', 'S0003445']"
"U0011031";"nicholas37@example.org";"Carolyn";"Carter";"1985/11/10";"Honduras";"premium";"['S0008212', 'S0007879', 'S0004923', 'S0001581', 'S0002949', 'S0000772', 'S0010654', 'S0006927', 'S0002463', 'S0005932', 'S0001894', 'S0009002', 'S0010005', 'S0000659', 'S0004823', 'S0007999', 'S0004285', 'S0008069', 'S0003370', 'S0002288', 'S0010374', 'S0007803', 'S0003959', 'S0010245', 'S0005782', 'S0005856', 'S0007536', 'S0007083', 'S0001553', 'S0004305', 'S0008461', 'S0000201', 'S0000851', 'S0006503', 'S0005489', 'S0001360', 'S0003852', 'S0007432', 'S0006758', 'S0004677', 'S0000233', 'S0001758', 'S0007149', 'S0024377']"
"U0010303";"nathaniel09@example.net";"Seth";"Cook";"1995/05/12";"Turkmenistan";"premium";"['S0000431', 'S0004103', 'S0010334', 'S0009205', 'S0001347', 'S0010665', 'S0001132', 'S0007734', 'S0004095', 'S0006897', 'S0009273', 'S0008971', 'S0003193', 'S0003838', 'S0000023', 'S0000910', 'S0003760', 'S0002048', 'S0009164', 'S0003282', 'S0009944', 'S0001130', 'S0009996', 'S0006352', 'S0003970', 'S0005063', 'S0009091', 'S0005413', 'S0026175']"
"U0010549";"katelynrocha@example.com";"Eric";"Powell";"2004/03/03";"Saint Kitts and Nevis";"Exclusive";"['S0002995', 'S0008769', 'S0003123', 'S0002268', 'S0009077', 'S0009493', 'S0007888', 'S0000263', 'S0005890', 'S0006870', 'S0004359', 'S0006227', 'S0009341', 'S0009156', 'S0006834', 'S0009480', 'S0007107', 'S0007988', 'S0009800', 'S0006405', 'S0000089', 'S0004769', 'S0005636', 'S0004005', 'S0009865', 'S0004892', 'S0001230', 'S0002591', 'S0004922', 'S0005610', 'S0002072', 'S0002383', 'S0006556', 'S0007902', 'S0007652', 'S0009992']"
"U0011296";"wwilson!@example.com";"Dawn";"Rodriguez";"2000/05/23";"Palestinian Territory";"premium";"['S0002549', 'S0007065', 'S0005457', 'S0010346', 'S0007507', 'S0010251', 'S0010644', 'S0006115', 'S0001088', 'S0009339', 'S0004050']"
"U0011486";"deckerdaniel@example.com";"Jennifer";"Smith";"19870208";"South Georgia and the South Sandwich Islands";"premium";"['S0000453', 'S0008377', 'S0001308', 'S0003145', 'S0002173', 'S0003467', 'S0000531', 'S0006518', 'S0007616', 'S0005897', 'S0010642', 'S0002344', 'S0008544', 'S0004301', 'S0003981', 'S0002623', 'S0009751', 'S0005488', 'S0008100', 'S0008419', 'S0003414', 'S0007911', 'S0010442', 'S0005121', 'S0009671', 'S0008603', 'S0008018', 'S0005537', 'S0005729', 'S0008824', 'S0007095', 'S0007772', 'S0007556']"
"U0010114";"sandranielsen@example.com";"Kevin";"Bailey";"200511/07";"Kyrgyz Republic";"normal";"['S0003834', 'S0007025', 'S0008012', 'S0004941', 'S0004534', 'S0007561', 'S0007008', 'S0003132', 'S0004051', 'S0002470', 'S0002733', 'S0007671', 'S0003697', 'S0004893', 'S0007146', 'S0006001', 'S0008219', 'S0009769', 'S0004611']"
"U0010133";"bethhuang@example.org";"Daniel";"Herrera";"1975/03/11";"Guadeloupe";"Norml";"['S0002768', 'S0009058', 'S0001760', 'S0007342', 'S0006408', 'S0002683', 'S0002509', 'S0006985', 'S0010289', 'S0002526', 'S0004712', 'S0007534', 'S0006305', 'S0002219']"
"U0010152";"rbowers@example.org";"Barbara";"Simon";"19670/11/26";"Tanzania";"premium";"['S0007399', 'S0001539', 'S0009567', 'S0007657', 'S0004641', 'S0005055', 'S0007324', 'S0006690', 'S0006151', 'S0005385', 'S0008146', 'S0003927', 'S0003758', 'S0003283', 'S0007722', 'S0006889', 'S0007014', 'S0007327', 'S0002742', 'S0005201', 'S0004047']"
"U0011082";"ashleyjackson@.example.com";"Michael";"Rivas";"1998/03/21";"Montenegro";"premium";"['S0009251', 'S0009492', 'S0000738', 'S0006295', 'S0006701', 'S0001729', 'S0004120', 'S0002911', 'S0006511', 'S0004085', 'S0000237', 'S0003028', 'S0004032', 'S0008541', 'S0009974', 'S0005549', 'S0001481', 'S0007305', 'S0004252', 'S0007988', 'S0005426', 'S0008505', 'S0005249', 'S0004182', 'S0009325', 'S0000595', 'S0002164', 'S0002875']"
"U0011389";"krista20@example.com";"Richard";"Gilbert";"1986/04/01";"Morocco";"Norml";"['S0009631', 'S0002937', 'S0003029', 'S0004550', 'S0001551', 'S0001534', 'S0009088', 'S0003599', 'S0006801', 'S0004362', 'S0001563', 'S0005050', 'S0000586', 'S0010658', 'S0009728', 'S0007875', 'S0006839', 'S0008072', 'S0004353', 'S0000219', 'S0000815', 'S0003859', 'S0009810', 'S0009799', 'S0001450', 'S0002219', 'S0007804', 'S0008047', 'S0009173', 'S0000009', 'S0000832', 'S0006251', 'S0006517', 'S0009108']"
"U0011354";"ksmith@example.net";"Walter";"Carroll";"2005/06/27";"El Salvador";"premium";"['S0000319', 'S0010334', 'S0002809', 'S0002913', 'S0005630', 'S0010696', 'S0009005', 'S0001889', 'S0008609', 'S0005591', 'S0008248', 'S0010190', 'S0005626', 'S0003328', 'S0000166', 'S0004654', 'S0004791', 'S0003403', 'S0009339', 'S0009357', 'S0009220', 'S0005001', 'S0002419', 'S0007704', 'S0001939', 'S0004588', 'S0010684', 'S0002083', 'S0009921', 'S0002000', 'S0006582', 'S0009177', 'S0001784', 'S0004002', 'S0005074', 'S0002383', 'S0004730', 'S0002716', 'S0008293', 'S0007655', 'S0027038']"
"U0011005";"ftaylor@example.com";"Amanda";"Bell";"1965/05/03";"Brazil";"normal";"['S0000443', 'S0002958', 'S0007156', 'S0007668', 'S0000127', 'S0004119', 'S0009668', 'S0001739', 'S0010118', 'S0001933', 'S0000743', 'S0003467', 'S0000427', 'S0005126', 'S0006733', 'S0007297', 'S0001333', 'S0002598', 'S0005330', 'S0000305', 'S0007478', 'S0006500', 'S0004744', 'S0002477', 'S0001096', 'S0007247', 'S0006378', 'S0007355', 'S0004752', 'S0003561', 'S0003527', 'S0003916', 'S0006873', 'S0003542', 'S0008301', 'S0003290', 'S0005819', 'S0000866', 'S0008865', 'S0027810']"
"U0011480";"millernathan@example.orgi";"Jennifer";"Bryant";"1986/08/31";"Saudi Arabia";"premium";"['S0009264', 'S0001414', 'S0002805', 'S0003087', 'S0003112', 'S0009539', 'S0007063', 'S0001264', 'S0004810', 'S0004615', 'S0003278', 'S0000023', 'S0000209', 'S0007008', 'S0004388', 'S0008065', 'S0004868', 'S0009125', 'S0004059', 'S0010564', 'S0008659', 'S0001312', 'S0006008', 'S0000717', 'S0005461', 'S0005746', 'S0001985', 'S0006194', 'S0002392']"
"U0010879";"heathapril%@example.net";"Scott";"Long";"2000/03/01";"Slovakia (Slovak Republic)";"normal";"['S0003534', 'S0005714', 'S0005596', 'S0000520', 'S0008522', 'S0006371', 'S0000976', 'S0008965', 'S0009984', 'S0004567', 'S0009994', 'S0005881', 'S0007700', 'S0006690', 'S0007707', 'S0005959', 'S0007305', 'S0010673', 'S0008649', 'S0005400', 'S0005561', 'S0005553', 'S0000003', 'S0008617', 'S0010043', 'S0004954', 'S0009081', 'S0002372', 'S0002260', 'S0004115', 'S0000610', 'S0004300', 'S0003722', 'S0002648', 'S0003340']"
"U0010589";"atkinsonjohn@example.com";"Aaron";"Barnett";"2178/08/09";"Uganda";"normal";"['S0000744', 'S0005085', 'S0007818', 'S0003562', 'S0009460', 'S0004391', 'S0002026', 'S0005395', 'S0008718', 'S0001064', 'S0007535', 'S0001659', 'S0007462', 'S0008541', 'S0005282', 'S0002029', 'S0010150', 'S0008735', 'S0009402', 'S0008688', 'S0000176', 'S0003297', 'S0004916', 'S0009799', 'S0002302', 'S0003143', 'S0005354', 'S0004750', 'S0005124', 'S0004957', 'S0002999', 'S0005595', 'S0004809', 'S0002989', 'S0008820', 'S0003665', 'S0001126', 'S0009445', 'S0005475', 'S0001175', 'S0008830', 'S0001161']"
"U0010249";"lauren60@example.org";"Eric";"Baker";"1974/12/31";"Cocos (Keeling) Islands";"normal";"['S0002895', 'S0001755', 'S0000747', 'S0008881', 'S0003000', 'S0010349', 'S0007419', 'S0005141', 'S0000327', 'S0005170', 'S0000711', 'S0001271', 'S0009742', 'S0004313', 'S0010005', 'S0006273', 'S0009713', 'S0009048', 'S0009386', 'S0005017', 'S0005022', 'S0009230', 'S0006981', 'S0010418', 'S0008359', 'S0006165', 'S0007576', 'S0000536', 'S0003282', 'S0006489', 'S0006172', 'S0005636', 'S0004767', 'S0007739', 'S0005751', 'S0004123', 'S0010489', 'S0005116', 'S0008000', 'S0008546', 'S0002275', 'S0006601', 'S0010144', 'S0009677', 'S0027158']"
"U0011106";"lisa27@example.com";"Nicole";"Horne";"1973/08/11";"Guinea-Bissau";"normal";"['S0001030', 'S0009293', 'S0007272', 'S0009201', 'S0003356', 'S0008846', 'S0005176', 'S0008368', 'S0003180', 'S0004418', 'S0005318', 'S0000471', 'S0010691', 'S0006009', 'S0003490', 'S0007104', 'S0009835', 'S0005257', 'S0010037', 'S0010443', 'S0001075', 'S0004937', 'S0029997']"
"U0011061";"karicombs@example.org";"Jenna";"Martinez";"1990/06/25";"Saint Vincent and the Grenadines";"premium";"['S0003355', 'S0004535', 'S0007496', 'S0002252', 'S0001898', 'S0008930', 'S0003227', 'S0006937', 'S0003604', 'S0001964', 'S0008608', 'S0001560', 'S0006834', 'S0001262', 'S0006620', 'S0002414', 'S0006505', 'S0005926', 'S0000354', 'S0004769', 'S0004601', 'S0009488', 'S0005525', 'S0000593', 'S0004580', 'S0006488', 'S0007077', 'S0009604', 'S0009718', 'S0006794', 'S0028752']"
"U0010014";"moorejeffrey@example.org";"Michael";"Anderson";"1976/04/19";"Guernsey";"premium";"['S0004377', 'S0004421', 'S0000117', 'S0004456', 'S0001334', 'S0005427', 'S0002753', 'S0007233', 'S0008062', 'S0001591', 'S0008406', 'S0009814', 'S0006252', 'S0009540', 'S0009024', 'S0005030', 'S0004582', 'S0005509', 'S0007891', 'S0010670', 'S0010634', 'S0004488', 'S0008494', 'S0004239', 'S0001784', 'S0007693', 'S0006115', 'S0008692', 'S0000698', 'S0007942', 'S0001034', 'S0006105', 'S0003748', 'S0000685', 'S0003567', 'S0005691', 'S0030262']"
"U0010327";"wbradley@example.org";"Angela";"Medina";"1997/09/22";"New Caledonia";"normal";"['S0005212', 'S0002805', 'S0004259', 'S0005294', 'S0005021', 'S0010302', 'S0007738', 'S0003871', 'S0010615', 'S0004111', 'S0009824', 'S0009305', 'S0003028', 'S0006282', 'S0006039', 'S0006520', 'S0008521', 'S0009708', 'S0008341', 'S0009712', 'S0005382', 'S0010244', 'S0005074', 'S0004227', 'S0010019', 'S0007291', 'S0001274', 'S0025136']"
"U0011016";"karenclark@example.net";"Michael";"Garcia";"1997/02/27";"Ukraine";"normal";"['S0005872', 'S0007130', 'S0005018', 'S0004013', 'S0006295', 'S0009735', 'S0005909', 'S0002139', 'S0010425', 'S0004232', 'S0000762', 'S0009648', 'S0007982', 'S0000786', 'S0008701', 'S0006194', 'S0005927', 'S0009553', 'S0001928', 'S0008022', 'S0008975', 'S0002014', 'S0009780', 'S0002884', 'S0000904', 'S0001059', 'S0009064', 'S0005249', 'S0010645', 'S0008835', 'S0002726', 'S0000650', 'S0005981', 'S0008420', 'S0003588', 'S0006335', 'S0005639', 'S0001811', 'S0009556', 'S0021507']"
"U0010209";"kevin72example.org";"Lisa";"Johnson";"1989/02/04";"Ecuador";"premium";"['S0001347', 'S0010166', 'S0008619', 'S0005777', 'S0007809', 'S0010154', 'S0007188', 'S0007899', 'S0005168', 'S0009565', 'S0003332', 'S0003846', 'S0010681', 'S0002152', 'S0010465', 'S0002432', 'S0000472', 'S0000070', 'S0004125', 'S0004872', 'S0002676', 'S0007492', 'S0005159', 'S0000530', 'S0003996', 'S0008017', 'S0001388', 'S0003245', 'S0003898', 'S0001312', 'S0000713', 'S0000337', 'S0008164', 'S0006251', 'S0005152', 'S0010483', 'S0009134', 'S0007061', 'S0000783', 'S0008671', 'S0009651', 'S0008573', 'S0002368']"
"U0010241";"emitchell@example.org";"Jennifer";"Pearson";"1967/01/17";"Cyprus";"normal";"['S0006229', 'S0009493', 'S0003483', 'S0009571', 'S0006937', 'S0006956', 'S0009902', 'S0000997', 'S0000653', 'S0003100', 'S0007278', 'S0004542', 'S0001477', 'S0005136', 'S0009499', 'S0005534', 'S0002145', 'S0008177', 'S0007781', 'S0009026', 'S0008032', 'S0001034', 'S0005912', 'S0021958']"
"U0010807";"cassandrahendricks@example.net";"Pamela";"Berry";"1972/12/31";"El Salvador";"normal";"['S0001515', 'S0001242', 'S0007818', 'S0002402', 'S0007022', 'S0007120', 'S0008725', 'S0000745', 'S0000922', 'S0000391', 'S0002568', 'S0006657', 'S0005265', 'S0003249', 'S0009962', 'S0005510', 'S0002429', 'S0000197', 'S0002801', 'S0021767']"
"U0010251";"kimberly42@example.com";"Paul";"Wood";"1977/08/29";"Liberia";"normal";"['S0000917', 'S0009494', 'S0003299', 'S0003891', 'S0006450', 'S0005611', 'S0006674', 'S0001243', 'S0008891', 'S0000521', 'S0001331', 'S0004406', 'S0004860', 'S0008741', 'S0010191', 'S0001322', 'S0005209', 'S0007577', 'S0008453', 'S0007322', 'S0001925', 'S0006179', 'S0010231', 'S0001392', 'S0001672', 'S0001838', 'S0002963', 'S0006338', 'S0002786', 'S0005851', 'S0002220', 'S0001209', 'S0010352', 'S0026542']"
"U0010575";"martinezsean@";"Brian";"Henderson";"1967/09/20";"Kenya";"premium";"['S0010531', 'S0006672', 'S0005099', 'S0000549', 'S0006625', 'S0001566', 'S0002364', 'S0008437', 'S0007828', 'S0010070', 'S0006612', 'S0004541', 'S0002125', 'S0006565', 'S0000723', 'S0007868', 'S0002346']"
"U0010276";"michelle79@examplecom";"Donna";"Newman";"1985/02/18";"Sierra Leone";"normal";"['S0008857', 'S0009763', 'S0002373', 'S0001539', 'S0003463', 'S0006835', 'S0001074', 'S0002229', 'S0008361', 'S0005526', 'S0008810', 'S0005761', 'S0009578', 'S0009480', 'S0001159', 'S0007195', 'S0006862', 'S0010070', 'S0003916', 'S0000140', 'S0000886', 'S0004554', 'S0003091', 'S0005620', 'S0007997', 'S0006658', 'S0010651', 'S0008540']"
"U0010341";"kenneth73@example.net";"Eric";"Allen";"1985/02/17";"Monaco";"normal";"['S0005934', 'S0005030', 'S0009942', 'S0004883', 'S0007190', 'S0007285', 'S0003659', 'S0003019', 'S0009158', 'S0000154', 'S0001611', 'S0010075', 'S0023893']"
"U0011036";"brett25@example.org";"Nancy";"Franklin";"1988/05/25";"Ukraine";"premium";"['S0000573', 'S0010662', 'S0001898', 'S0002399', 'S0007908', 'S0000588', 'S0007826', 'S0004800', 'S0007283', 'S0008453', 'S0004242', 'S0003343', 'S0002651', 'S0010417', 'S0009270', 'S0004147', 'S0001193', 'S0002839', 'S0010537', 'S0009262', 'S0005510', 'S0001398', 'S0010008', 'S0007300', 'S0000685', 'S0003609', 'S0028691']"
"U0010177";"jasonlongexample.org";"Colton";"Mccarthy";"1993/11/22";"Tokelau";"premium";"['S0005305', 'S0006682', 'S0002519', 'S0001505', 'S0005973', 'S0001255', 'S0010662', 'S0008054', 'S0010431', 'S0008678', 'S0002529', 'S0001063', 'S0008838', 'S0003972', 'S0002978', 'S0008209', 'S0003493', 'S0003203', 'S0007915', 'S0000391', 'S0008083', 'S0005685', 'S0002941', 'S0009933', 'S0006014', 'S0002776', 'S0000348', 'S0001328', 'S0003522', 'S0005249', 'S0004756', 'S0006889', 'S0007712', 'S0005724', 'S0001018', 'S0000125', 'S0003980', 'S0001238', 'S0000785', 'S0006288', 'S0009718', 'S0005762', 'S0009188']"
"U0010939";"zacharybrown@invalid_domain";"Christopher";"Anderson";"1983/03/16";"Russian Federation";"normal";"['S0005863', 'S0002805', 'S0000982', 'S0004591', 'S0009040', 'S0000187', 'S0007297', 'S0004127', 'S0005052', 'S0009123', 'S0008758', 'S0005454', 'S0008152', 'S0000933', 'S0002354', 'S0004772', 'S0007978', 'S0007398', 'S0009848', 'S0004355', 'S0008603', 'S0006693', 'S0000364', 'S0003047', 'S0007770', 'S0003668', 'S0008592', 'S0004992']"
"U0011263";"uferguson@example.com";"John";"Velasquez";"20040/10/09";"Rwanda";"normal";"['S0008813', 'S0010469', 'S0003208', 'S0005887', 'S0003122', 'S0005776', 'S0009374', 'S0000932', 'S0005629', 'S0009960', 'S0003442', 'S0010049', 'S0002856', 'S0005250', 'S0009468', 'S0002019', 'S0000944', 'S0000610', 'S0006032', 'S0006532', 'S0010367', 'S0003319', 'S0001274', 'S0001643', 'S0002655', 'S0003108']"
